m,TagName,
"2016-11-01 00:00:00","java","15672"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6096"
"2016-11-01 00:00:00","php","11977"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","477"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13860"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19819"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10696"
"2016-12-01 00:00:00","php","11498"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13066"
"2016-12-01 00:00:00","c++","5239"
"2016-12-01 00:00:00","swift","3943"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5655"
"2017-01-01 00:00:00","java","14588"
"2017-01-01 00:00:00","c#","11698"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21424"
"2017-01-01 00:00:00","c","2762"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12645"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14301"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14796"
"2017-02-01 00:00:00","java","14590"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21198"
"2017-02-01 00:00:00","c","2729"
"2017-02-01 00:00:00","c#","11501"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1629"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5175"
"2017-02-01 00:00:00","php","12526"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6232"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12995"
"2017-03-01 00:00:00","java","17332"
"2017-03-01 00:00:00","python","17146"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23727"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14094"
"2017-04-01 00:00:00","c#","11099"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5888"
"2017-04-01 00:00:00","python","15657"
"2017-04-01 00:00:00","javascript","21259"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12444"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15947"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16354"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13058"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","11996"
"2017-05-01 00:00:00","python","16197"
"2017-05-01 00:00:00","javascript","22407"
"2017-05-01 00:00:00","c++","5309"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21605"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2356"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11310"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4697"
"2017-06-01 00:00:00","python","16046"
"2017-06-01 00:00:00","java","14631"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11784"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21624"
"2017-07-01 00:00:00","python","16936"
"2017-07-01 00:00:00","c","2053"
"2017-07-01 00:00:00","java","14162"
"2017-07-01 00:00:00","php","11799"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13770"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10954"
"2017-08-01 00:00:00","c","2050"
"2017-08-01 00:00:00","python","16476"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4799"
"2017-08-01 00:00:00","javascript","21368"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4190"
"2017-08-01 00:00:00","r","4573"
"2017-08-01 00:00:00","php","11673"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9880"
"2017-09-01 00:00:00","c","2103"
"2017-09-01 00:00:00","python","15463"
"2017-09-01 00:00:00","java","12771"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4480"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19007"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10714"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19887"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10241"
"2017-10-01 00:00:00","php","10853"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16968"
"2017-10-01 00:00:00","java","14028"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5227"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3905"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14197"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10619"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9812"
"2017-11-01 00:00:00","python","17009"
"2017-11-01 00:00:00","javascript","19427"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3676"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8617"
"2017-12-01 00:00:00","java","11995"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17003"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9163"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14962"
"2017-12-01 00:00:00","r","3718"
"2018-01-01 00:00:00","python","16258"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12362"
"2018-01-01 00:00:00","javascript","18943"
"2018-01-01 00:00:00","c#","9393"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4763"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10147"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4201"
"2018-02-01 00:00:00","java","12052"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8592"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16345"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4574"
"2018-02-01 00:00:00","javascript","17234"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9160"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19176"
"2018-03-01 00:00:00","c#","9804"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17920"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13591"
"2018-03-01 00:00:00","php","9866"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13512"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9259"
"2018-04-01 00:00:00","javascript","17974"
"2018-04-01 00:00:00","php","8952"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16999"
"2018-04-01 00:00:00","r","4737"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9941"
"2018-05-01 00:00:00","c++","4697"
"2018-05-01 00:00:00","python","17592"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18091"
"2018-05-01 00:00:00","c","2376"
"2018-05-01 00:00:00","java","13488"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9493"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8799"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4111"
"2018-06-01 00:00:00","java","11813"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17201"
"2018-06-01 00:00:00","r","4497"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8459"
"2018-06-01 00:00:00","python","16832"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11778"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9422"
"2018-07-01 00:00:00","go","694"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17953"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17826"
"2018-07-01 00:00:00","php","8581"
"2018-07-01 00:00:00","c++","3921"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9531"
"2018-08-01 00:00:00","python","17830"
"2018-08-01 00:00:00","c","1694"
"2018-08-01 00:00:00","java","11381"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3935"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17929"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8552"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8417"
"2018-09-01 00:00:00","c++","3775"
"2018-09-01 00:00:00","python","16103"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16081"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7747"
"2018-09-01 00:00:00","java","10832"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3151"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12627"
"2018-10-01 00:00:00","php","8280"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9385"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4351"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17526"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18268"
"2018-11-01 00:00:00","javascript","16290"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18153"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8538"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11854"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","837"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2999"
"2018-11-01 00:00:00","r","4270"
"2018-11-01 00:00:00","php","7197"
"2018-12-01 00:00:00","javascript","14388"
"2018-12-01 00:00:00","java","10582"
"2018-12-01 00:00:00","c#","7613"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6320"
"2018-12-01 00:00:00","python","15871"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3435"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11156"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8832"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2320"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17110"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16118"
"2019-01-01 00:00:00","php","7301"
"2019-01-01 00:00:00","c++","3945"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2930"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8431"
"2019-02-01 00:00:00","python","17687"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11123"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3784"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15814"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7416"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12205"
"2019-03-01 00:00:00","c++","4493"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17476"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9038"
"2019-03-01 00:00:00","php","7901"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20071"
"2019-03-01 00:00:00","r","4547"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","206"
"2019-04-01 00:00:00","javascript","16296"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9193"
"2019-04-01 00:00:00","php","7331"
"2019-04-01 00:00:00","c++","4437"
"2019-04-01 00:00:00","c","2457"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11285"
"2019-04-01 00:00:00","swift","3107"
"2019-04-01 00:00:00","python","19950"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4642"
"2019-05-01 00:00:00","c#","9039"
"2019-05-01 00:00:00","assembly","240"
"2019-05-01 00:00:00","c","2099"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16155"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11127"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4131"
"2019-05-01 00:00:00","php","6973"
"2019-05-01 00:00:00","r","4297"
"2019-05-01 00:00:00","python","18925"
"2019-05-01 00:00:00","swift","3117"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9664"
"2019-06-01 00:00:00","javascript","14837"
"2019-06-01 00:00:00","c#","7621"
"2019-06-01 00:00:00","go","531"
"2019-06-01 00:00:00","assembly","200"
"2019-06-01 00:00:00","php","6029"
"2019-06-01 00:00:00","c++","3650"
"2019-06-01 00:00:00","c","1732"
"2019-06-01 00:00:00","python","17260"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3102"
"2019-06-01 00:00:00","r","3957"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4268"
"2019-07-01 00:00:00","c","1761"
"2019-07-01 00:00:00","c#","8455"
"2019-07-01 00:00:00","java","10858"
"2019-07-01 00:00:00","python","19793"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16178"
"2019-07-01 00:00:00","r","4217"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","638"
"2019-07-01 00:00:00","swift","3053"
"2019-07-01 00:00:00","php","6685"
"2019-08-01 00:00:00","c#","7723"
"2019-08-01 00:00:00","c","1558"
"2019-08-01 00:00:00","c++","3301"
"2019-08-01 00:00:00","python","18089"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15254"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5831"
"2019-08-01 00:00:00","java","9119"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2557"
"2019-08-01 00:00:00","r","3956"
"2019-09-01 00:00:00","java","9696"
"2019-09-01 00:00:00","c","2013"
"2019-09-01 00:00:00","c#","7854"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14898"
"2019-09-01 00:00:00","c++","3784"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5591"
"2019-09-01 00:00:00","go","623"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16919"
"2019-09-01 00:00:00","r","3948"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8424"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4846"
"2019-10-01 00:00:00","python","20490"
"2019-10-01 00:00:00","javascript","16006"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2488"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11245"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6104"
"2019-10-01 00:00:00","swift","3116"
"2019-10-01 00:00:00","r","4393"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2520"
"2019-11-01 00:00:00","c#","8041"
"2019-11-01 00:00:00","c++","4744"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10348"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15775"
"2019-11-01 00:00:00","php","6119"
"2019-11-01 00:00:00","r","4293"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20655"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9067"
"2019-12-01 00:00:00","c#","7228"
"2019-12-01 00:00:00","go","620"
"2019-12-01 00:00:00","python","18173"
"2019-12-01 00:00:00","c","2161"
"2019-12-01 00:00:00","c++","4216"
"2019-12-01 00:00:00","perl","159"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14332"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5257"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","c#","7833"
"2020-01-01 00:00:00","c","2057"
"2020-01-01 00:00:00","python","20068"
"2020-01-01 00:00:00","java","10011"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4250"
"2020-01-01 00:00:00","r","4157"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16065"
"2020-01-01 00:00:00","swift","2911"
"2020-01-01 00:00:00","php","5922"
"2020-02-01 00:00:00","c#","7743"
"2020-02-01 00:00:00","c","1996"
"2020-02-01 00:00:00","c++","4109"
"2020-02-01 00:00:00","python","20114"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","667"
"2020-02-01 00:00:00","javascript","15801"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5710"
"2020-02-01 00:00:00","java","10093"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2769"
"2020-02-01 00:00:00","r","4698"
"2020-03-01 00:00:00","java","11115"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2500"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7820"
"2020-03-01 00:00:00","python","22813"
"2020-03-01 00:00:00","c++","4667"
"2020-03-01 00:00:00","assembly","297"
"2020-03-01 00:00:00","javascript","17622"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5132"
"2020-03-01 00:00:00","php","5716"
"2020-03-01 00:00:00","swift","2929"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12684"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6249"
"2020-04-01 00:00:00","c#","8627"
"2020-04-01 00:00:00","c","3261"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20989"
"2020-04-01 00:00:00","go","804"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6703"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27766"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6177"
"2020-05-01 00:00:00","java","12111"
"2020-05-01 00:00:00","c#","8645"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3391"
"2020-05-01 00:00:00","javascript","21564"
"2020-05-01 00:00:00","go","766"
"2020-05-01 00:00:00","c++","6455"
"2020-05-01 00:00:00","php","6590"
"2020-05-01 00:00:00","python","29588"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","r","6025"
"2020-05-01 00:00:00","swift","3541"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10895"
"2020-06-01 00:00:00","c++","5648"
"2020-06-01 00:00:00","c","2605"
"2020-06-01 00:00:00","php","5989"
"2020-06-01 00:00:00","assembly","330"
"2020-06-01 00:00:00","c#","7937"
"2020-06-01 00:00:00","go","714"
"2020-06-01 00:00:00","javascript","19922"
"2020-06-01 00:00:00","perl","200"
"2020-06-01 00:00:00","python","27256"
"2020-06-01 00:00:00","r","5455"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","swift","3189"
"2020-07-01 00:00:00","delphi","195"
"2020-07-01 00:00:00","java","10578"
"2020-07-01 00:00:00","javascript","20079"
"2020-07-01 00:00:00","c++","5204"
"2020-07-01 00:00:00","c#","7884"
"2020-07-01 00:00:00","assembly","277"
"2020-07-01 00:00:00","c","2117"
"2020-07-01 00:00:00","python","26510"
"2020-07-01 00:00:00","php","6028"
"2020-07-01 00:00:00","r","4962"
"2020-07-01 00:00:00","go","651"
"2020-07-01 00:00:00","ruby","700"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3013"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20612"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","10939"
"2020-08-01 00:00:00","assembly","271"
"2020-08-01 00:00:00","c#","7962"
"2020-08-01 00:00:00","r","5078"
"2020-08-01 00:00:00","c","2012"
"2020-08-01 00:00:00","python","26271"
"2020-08-01 00:00:00","php","5770"
"2020-08-01 00:00:00","c++","5081"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3115"
"2020-09-01 00:00:00","java","10719"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2279"
"2020-09-01 00:00:00","c#","7259"
"2020-09-01 00:00:00","javascript","19471"
"2020-09-01 00:00:00","assembly","305"
"2020-09-01 00:00:00","c++","4226"
"2020-09-01 00:00:00","go","810"
"2020-09-01 00:00:00","r","5388"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","571"
"2020-09-01 00:00:00","python","25024"
"2020-09-01 00:00:00","swift","3006"
"2020-09-01 00:00:00","php","5626"
"2020-10-01 00:00:00","c#","6987"
"2020-10-01 00:00:00","c++","4703"
"2020-10-01 00:00:00","python","26385"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10746"
"2020-10-01 00:00:00","c","2517"
"2020-10-01 00:00:00","go","648"
"2020-10-01 00:00:00","javascript","19132"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5792"
"2020-10-01 00:00:00","swift","2746"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5435"
"2020-11-01 00:00:00","c","2898"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","600"
"2020-11-01 00:00:00","javascript","18139"
"2020-11-01 00:00:00","java","10278"
"2020-11-01 00:00:00","c#","6793"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","25952"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4734"
"2020-11-01 00:00:00","php","5537"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","r","5627"
"2020-11-01 00:00:00","swift","2624"
"2020-12-01 00:00:00","delphi","213"
